"","tile_name","mean_seasonality_1981_2010","mean_seasonality_1981_2010_degrees","mean_seasonality_1981_2010_2pd"
"106863","SD5892",261,26.1,26.1
"106864","SD5893",262,26.2,26.2
"106865","SD5894",262.5,26.25,26.25
"106866","SD5895",263.5,26.35,26.35
"106867","SD5896",265,26.5,26.5
"106868","SD5897",266,26.6,26.6
"106869","SD5898",265.5,26.55,26.55
"106870","SD5899",265.5,26.55,26.55
"106871","SD5900",190,19,19
"106872","SD5901",190.5,19.05,19.05
"106873","SD5902",191.5,19.15,19.15
"106874","SD5903",191.5,19.15,19.15
"106875","SD5904",192.5,19.25,19.25
"106876","SD5905",193.5,19.35,19.35
"106877","SD5906",194.5,19.45,19.45
"106878","SD5907",195.5,19.55,19.55
"106879","SD5908",196.5,19.65,19.65
"106880","SD5909",197.5,19.75,19.75
"106881","SD5910",197.5,19.75,19.75
"106882","SD5911",198,19.8,19.8
"106883","SD5912",198,19.8,19.8
"106884","SD5913",198.5,19.85,19.85
"106885","SD5914",198.5,19.85,19.85
"106886","SD5915",199.5,19.95,19.95
"106887","SD5916",199.5,19.95,19.95
"106888","SD5917",200.5,20.05,20.05
"106889","SD5918",200.5,20.05,20.05
"106890","SD5919",201.5,20.15,20.15
"106891","SD5920",202,20.2,20.2
"106892","SD5921",202.5,20.25,20.25
"106893","SD5922",203,20.3,20.3
"106894","SD5923",203.5,20.35,20.35
"106895","SD5924",203.5,20.35,20.35
"106896","SD5925",204,20.4,20.4
"106897","SD5926",204.5,20.45,20.45
"106898","SD5927",205.5,20.55,20.55
"106899","SD5928",206.5,20.65,20.65
"106900","SD5929",207.5,20.75,20.75
"106901","SD5930",209,20.9,20.9
"106902","SD5931",210.5,21.05,21.05
"106903","SD5932",213,21.3,21.3
"106904","SD5933",216,21.6,21.6
"106905","SD5934",218,21.8,21.8
"106906","SD5935",219,21.9,21.9
"106907","SD5936",221,22.1,22.1
"106908","SD5937",223,22.3,22.3
"106909","SD5938",224,22.4,22.4
"106910","SD5939",226,22.6,22.6
"106911","SD5940",227,22.7,22.7
"106912","SD5941",228.5,22.85,22.85
"106913","SD5942",229.5,22.95,22.95
"106914","SD5943",230.5,23.05,23.05
"106915","SD5944",230.5,23.05,23.05
"106916","SD5945",230,23,23
"106917","SD5946",229,22.9,22.9
"106918","SD5947",228.4,22.84,22.84
"106919","SD5948",227.5,22.75,22.75
"106920","SD5949",227.5,22.75,22.75
"106921","SD5950",227.5,22.75,22.75
"106922","SD5951",228,22.8,22.8
"106923","SD5952",229,22.9,22.9
"106924","SD5953",230.5,23.05,23.05
"106925","SD5954",231.5,23.15,23.15
"106926","SD5955",231.5,23.15,23.15
"106927","SD5956",230.5,23.05,23.05
"106928","SD5957",230,23,23
"106929","SD5958",228,22.8,22.8
"106930","SD5959",226.5,22.65,22.65
"106931","SD5960",225.5,22.55,22.55
"106932","SD5961",225.5,22.55,22.55
"106933","SD5962",225.5,22.55,22.55
"106934","SD5963",226.5,22.65,22.65
"106935","SD5964",227,22.7,22.7
"106936","SD5965",228.5,22.85,22.85
"106937","SD5966",229.5,22.95,22.95
"106938","SD5967",230,23,23
"106939","SD5968",231.5,23.15,23.15
"106940","SD5969",232.5,23.25,23.25
"106941","SD5970",234,23.4,23.4
"106942","SD5971",236,23.6,23.6
"106943","SD5972",237,23.7,23.7
"106944","SD5973",238.5,23.85,23.85
"106945","SD5974",240,24,24
"106946","SD5975",241,24.1,24.1
"106947","SD5976",242.5,24.25,24.25
"106948","SD5977",243.5,24.35,24.35
"106949","SD5978",244.5,24.45,24.45
"106950","SD5979",245,24.5,24.5
"106951","SD5980",246,24.6,24.6
"106952","SD5981",247,24.7,24.7
"106953","SD5982",247.5,24.75,24.75
"106954","SD5983",249,24.9,24.9
"106955","SD5984",250.5,25.05,25.05
"106956","SD5985",252,25.2,25.2
"106957","SD5986",253,25.3,25.3
"106958","SD5987",255,25.5,25.5
"106959","SD5988",256,25.6,25.6
"106960","SD5989",257.5,25.75,25.75
"106961","SD5990",259,25.9,25.9
"106962","SD5991",260,26,26
"106963","SD5992",261,26.1,26.1
"106964","SD5993",261.5,26.15,26.15
"106965","SD5994",262.5,26.25,26.25
"106966","SD5995",263.5,26.35,26.35
"106967","SD5996",265,26.5,26.5
"106968","SD5997",265.5,26.55,26.55
"106969","SD5998",265.5,26.55,26.55
"106970","SD5999",264.5,26.45,26.45
"106971","SD6000",189.5,18.95,18.95
"106972","SD6001",190.5,19.05,19.05
"106973","SD6002",191.5,19.15,19.15
"106974","SD6003",192,19.2,19.2
"106975","SD6004",192.5,19.25,19.25
"106976","SD6005",193.5,19.35,19.35
"106977","SD6006",194.5,19.45,19.45
"106978","SD6007",196,19.6,19.6
"106979","SD6008",197,19.7,19.7
"106980","SD6009",197.5,19.75,19.75
"106981","SD6010",198,19.8,19.8
"106982","SD6011",198.5,19.85,19.85
"106983","SD6012",198.5,19.85,19.85
"106984","SD6013",198.5,19.85,19.85
"106985","SD6014",199.5,19.95,19.95
"106986","SD6015",199.5,19.95,19.95
"106987","SD6016",200.5,20.05,20.05
"106988","SD6017",200.5,20.05,20.05
"106989","SD6018",201,20.1,20.1
"106990","SD6019",201.5,20.15,20.15
"106991","SD6020",202,20.2,20.2
"106992","SD6021",202.5,20.25,20.25
"106993","SD6022",203,20.3,20.3
"106994","SD6023",203.5,20.35,20.35
"106995","SD6024",203.5,20.35,20.35
"106996","SD6025",204,20.4,20.4
"106997","SD6026",204.5,20.45,20.45
"106998","SD6027",205.5,20.55,20.55
"106999","SD6028",206.5,20.65,20.65
"107000","SD6029",207.5,20.75,20.75
"107001","SD6030",209,20.9,20.9
"107002","SD6031",210.5,21.05,21.05
"107003","SD6032",213,21.3,21.3
"107004","SD6033",216,21.6,21.6
"107005","SD6034",217.5,21.75,21.75
"107006","SD6035",219,21.9,21.9
"107007","SD6036",221,22.1,22.1
"107008","SD6037",222.5,22.25,22.25
"107009","SD6038",224,22.4,22.4
"107010","SD6039",225.5,22.55,22.55
"107011","SD6040",227,22.7,22.7
"107012","SD6041",228,22.8,22.8
"107013","SD6042",229,22.9,22.9
"107014","SD6043",229.5,22.95,22.95
"107015","SD6044",229.5,22.95,22.95
"107016","SD6045",229,22.9,22.9
"107017","SD6046",228,22.8,22.8
"107018","SD6047",227,22.7,22.7
"107019","SD6048",226,22.6,22.6
"107020","SD6049",226,22.6,22.6
"107021","SD6050",226.5,22.65,22.65
"107022","SD6051",227.5,22.75,22.75
"107023","SD6052",229,22.9,22.9
"107024","SD6053",230,23,23
"107025","SD6054",231,23.1,23.1
"107026","SD6055",231,23.1,23.1
"107027","SD6056",230.5,23.05,23.05
"107028","SD6057",228.666666666667,22.8666666666667,22.87
"107029","SD6058",227.4,22.74,22.74
"107030","SD6059",226,22.6,22.6
"107031","SD6060",225.5,22.55,22.55
"107032","SD6061",225,22.5,22.5
"107033","SD6062",225.5,22.55,22.55
"107034","SD6063",225.5,22.55,22.55
"107035","SD6064",227,22.7,22.7
"107036","SD6065",228,22.8,22.8
"107037","SD6066",229,22.9,22.9
"107038","SD6067",230,23,23
"107039","SD6068",231.5,23.15,23.15
"107040","SD6069",233,23.3,23.3
"107041","SD6070",234.5,23.45,23.45
"107042","SD6071",236,23.6,23.6
"107043","SD6072",238,23.8,23.8
"107044","SD6073",239,23.9,23.9
"107045","SD6074",240,24,24
"107046","SD6075",242,24.2,24.2
"107047","SD6076",243,24.3,24.3
"107048","SD6077",244,24.4,24.4
"107049","SD6078",245,24.5,24.5
"107050","SD6079",246,24.6,24.6
"107051","SD6080",246.5,24.65,24.65
"107052","SD6081",247.5,24.75,24.75
"107053","SD6082",248.5,24.85,24.85
"107054","SD6083",249.4,24.94,24.94
"107055","SD6084",250.666666666667,25.0666666666667,25.07
"107056","SD6085",252,25.2,25.2
"107057","SD6086",253,25.3,25.3
"107058","SD6087",254.5,25.45,25.45
"107059","SD6088",256,25.6,25.6
"107060","SD6089",257.5,25.75,25.75
"107061","SD6090",258.5,25.85,25.85
"107062","SD6091",260,26,26
"107063","SD6092",260.5,26.05,26.05
"107064","SD6093",261.5,26.15,26.15
"107065","SD6094",262.5,26.25,26.25
"107066","SD6095",263.5,26.35,26.35
"107067","SD6096",264.5,26.45,26.45
"107068","SD6097",265,26.5,26.5
"107069","SD6098",265,26.5,26.5
"107070","SD6099",264.5,26.45,26.45
"107071","SD6100",189.5,18.95,18.95
"107072","SD6101",190.5,19.05,19.05
"107073","SD6102",191.5,19.15,19.15
"107074","SD6103",192.5,19.25,19.25
"107075","SD6104",193.5,19.35,19.35
"107076","SD6105",194,19.4,19.4
"107077","SD6106",195.5,19.55,19.55
"107078","SD6107",196,19.6,19.6
"107079","SD6108",197.5,19.75,19.75
"107080","SD6109",198,19.8,19.8
"107081","SD6110",198.5,19.85,19.85
"107082","SD6111",198.5,19.85,19.85
"107083","SD6112",199,19.9,19.9
"107084","SD6113",199.5,19.95,19.95
"107085","SD6114",199.5,19.95,19.95
"107086","SD6115",200,20,20
"107087","SD6116",200.5,20.05,20.05
"107088","SD6117",201,20.1,20.1
"107089","SD6118",201,20.1,20.1
"107090","SD6119",201.5,20.15,20.15
"107091","SD6120",202,20.2,20.2
"107092","SD6121",202.5,20.25,20.25
"107093","SD6122",202.5,20.25,20.25
"107094","SD6123",202.5,20.25,20.25
"107095","SD6124",203.5,20.35,20.35
"107096","SD6125",203.5,20.35,20.35
"107097","SD6126",204.5,20.45,20.45
"107098","SD6127",205.5,20.55,20.55
"107099","SD6128",206.5,20.65,20.65
"107100","SD6129",207.5,20.75,20.75
"107101","SD6130",209,20.9,20.9
"107102","SD6131",210,21,21
"107103","SD6132",213,21.3,21.3
"107104","SD6133",216,21.6,21.6
"107105","SD6134",217,21.7,21.7
"107106","SD6135",219,21.9,21.9
"107107","SD6136",221,22.1,22.1
"107108","SD6137",222,22.2,22.2
"107109","SD6138",224,22.4,22.4
"107110","SD6139",225,22.5,22.5
"107111","SD6140",226.5,22.65,22.65
"107112","SD6141",227.5,22.75,22.75
"107113","SD6142",228,22.8,22.8
"107114","SD6143",228.5,22.85,22.85
"107115","SD6144",228.5,22.85,22.85
"107116","SD6145",227.4,22.74,22.74
"107117","SD6146",226.5,22.65,22.65
"107118","SD6147",226,22.6,22.6
"107119","SD6148",225.5,22.55,22.55
"107120","SD6149",225.5,22.55,22.55
"107121","SD6150",226,22.6,22.6
"107122","SD6151",227,22.7,22.7
"107123","SD6152",228.5,22.85,22.85
"107124","SD6153",230,23,23
"107125","SD6154",230.5,23.05,23.05
"107126","SD6155",231,23.1,23.1
"107127","SD6156",230,23,23
"107128","SD6157",228.6,22.86,22.86
"107129","SD6158",226.5,22.65,22.65
"107130","SD6159",225.5,22.55,22.55
"107131","SD6160",225.5,22.55,22.55
"107132","SD6161",225,22.5,22.5
"107133","SD6162",225,22.5,22.5
"107134","SD6163",225.5,22.55,22.55
"107135","SD6164",226.5,22.65,22.65
"107136","SD6165",228,22.8,22.8
"107137","SD6166",229,22.9,22.9
"107138","SD6167",231,23.1,23.1
"107139","SD6168",232,23.2,23.2
"107140","SD6169",233.5,23.35,23.35
"107141","SD6170",236,23.6,23.6
"107142","SD6171",237.5,23.75,23.75
"107143","SD6172",238.6,23.86,23.86
"107144","SD6173",240.4,24.04,24.04
"107145","SD6174",241.2,24.12,24.12
"107146","SD6175",242,24.2,24.2
"107147","SD6176",243.5,24.35,24.35
"107148","SD6177",244.5,24.45,24.45
"107149","SD6178",245.5,24.55,24.55
"107150","SD6179",246.5,24.65,24.65
"107151","SD6180",247.5,24.75,24.75
"107152","SD6181",248,24.8,24.8
"107153","SD6182",249,24.9,24.9
"107154","SD6183",250.5,25.05,25.05
"107155","SD6184",251,25.1,25.1
"107156","SD6185",252,25.2,25.2
"107157","SD6186",253.5,25.35,25.35
"107158","SD6187",255,25.5,25.5
"107159","SD6188",256,25.6,25.6
"107160","SD6189",257.5,25.75,25.75
"107161","SD6190",258.5,25.85,25.85
"107162","SD6191",260,26,26
"107163","SD6192",261.5,26.15,26.15
"107164","SD6193",262,26.2,26.2
"107165","SD6194",263,26.3,26.3
"107166","SD6195",264,26.4,26.4
"107167","SD6196",265,26.5,26.5
"107168","SD6197",265.5,26.55,26.55
"107169","SD6198",265.5,26.55,26.55
"107170","SD6199",265.5,26.55,26.55
"107171","SD6200",189.5,18.95,18.95
"107172","SD6201",190.5,19.05,19.05
"107173","SD6202",191.5,19.15,19.15
"107174","SD6203",192.5,19.25,19.25
"107175","SD6204",193.5,19.35,19.35
"107176","SD6205",194.5,19.45,19.45
"107177","SD6206",196,19.6,19.6
"107178","SD6207",197.5,19.75,19.75
"107179","SD6208",197.5,19.75,19.75
"107180","SD6209",198.5,19.85,19.85
"107181","SD6210",198.5,19.85,19.85
"107182","SD6211",199,19.9,19.9
"107183","SD6212",199.5,19.95,19.95
"107184","SD6213",199.5,19.95,19.95
"107185","SD6214",200,20,20
"107186","SD6215",200,20,20
"107187","SD6216",200.5,20.05,20.05
"107188","SD6217",201,20.1,20.1
"107189","SD6218",201,20.1,20.1
"107190","SD6219",201,20.1,20.1
"107191","SD6220",201,20.1,20.1
"107192","SD6221",201.5,20.15,20.15
"107193","SD6222",201.5,20.15,20.15
"107194","SD6223",202,20.2,20.2
"107195","SD6224",202.5,20.25,20.25
"107196","SD6225",203.5,20.35,20.35
"107197","SD6226",204.5,20.45,20.45
"107198","SD6227",205.5,20.55,20.55
"107199","SD6228",206.5,20.65,20.65
"107200","SD6229",207.5,20.75,20.75
"107201","SD6230",208.5,20.85,20.85
"107202","SD6231",210,21,21
"107203","SD6232",213,21.3,21.3
"107204","SD6233",215,21.5,21.5
"107205","SD6234",217,21.7,21.7
"107206","SD6235",219,21.9,21.9
"107207","SD6236",220.5,22.05,22.05
"107208","SD6237",222,22.2,22.2
"107209","SD6238",223.5,22.35,22.35
"107210","SD6239",225,22.5,22.5
"107211","SD6240",226,22.6,22.6
"107212","SD6241",226.5,22.65,22.65
"107213","SD6242",227.5,22.75,22.75
"107214","SD6243",227.5,22.75,22.75
"107215","SD6244",227.5,22.75,22.75
"107216","SD6245",226.5,22.65,22.65
"107217","SD6246",225.5,22.55,22.55
"107218","SD6247",224.5,22.45,22.45
"107219","SD6248",224.5,22.45,22.45
"107220","SD6249",224.5,22.45,22.45
"107221","SD6250",225.5,22.55,22.55
"107222","SD6251",227,22.7,22.7
"107223","SD6252",228.5,22.85,22.85
"107224","SD6253",229.5,22.95,22.95
"107225","SD6254",230.5,23.05,23.05
"107226","SD6255",230.5,23.05,23.05
"107227","SD6256",230,23,23
"107228","SD6257",228,22.8,22.8
"107229","SD6258",226.5,22.65,22.65
"107230","SD6259",226,22.6,22.6
"107231","SD6260",225.5,22.55,22.55
"107232","SD6261",225.5,22.55,22.55
"107233","SD6262",225.5,22.55,22.55
"107234","SD6263",226,22.6,22.6
"107235","SD6264",227,22.7,22.7
"107236","SD6265",228,22.8,22.8
"107237","SD6266",230,23,23
"107238","SD6267",231,23.1,23.1
"107239","SD6268",233,23.3,23.3
"107240","SD6269",234.5,23.45,23.45
"107241","SD6270",237,23.7,23.7
"107242","SD6271",239,23.9,23.9
"107243","SD6272",240.25,24.025,24.03
"107244","SD6273",241.75,24.175,24.18
"107245","SD6274",242.5,24.25,24.25
"107246","SD6275",243.5,24.35,24.35
"107247","SD6276",244.666666666667,24.4666666666667,24.47
"107248","SD6277",245.833333333333,24.5833333333333,24.58
"107249","SD6278",246.4,24.64,24.64
"107250","SD6279",247.5,24.75,24.75
"107251","SD6280",248.5,24.85,24.85
"107252","SD6281",249.5,24.95,24.95
"107253","SD6282",250.5,25.05,25.05
"107254","SD6283",251.857142857143,25.1857142857143,25.19
"107255","SD6284",253,25.3,25.3
"107256","SD6285",253.5,25.35,25.35
"107257","SD6286",254.5,25.45,25.45
"107258","SD6287",255.6,25.56,25.56
"107259","SD6288",257,25.7,25.7
"107260","SD6289",258,25.8,25.8
"107261","SD6290",259,25.9,25.9
"107262","SD6291",260,26,26
"107263","SD6292",261.5,26.15,26.15
"107264","SD6293",263,26.3,26.3
"107265","SD6294",264,26.4,26.4
"107266","SD6295",264.5,26.45,26.45
"107267","SD6296",265.5,26.55,26.55
"107268","SD6297",266.5,26.65,26.65
"107269","SD6298",266.5,26.65,26.65
"107270","SD6299",266.5,26.65,26.65
"107271","SD6300",189.5,18.95,18.95
"107272","SD6301",190.5,19.05,19.05
"107273","SD6302",191.5,19.15,19.15
"107274","SD6303",192.5,19.25,19.25
"107275","SD6304",193.5,19.35,19.35
"107276","SD6305",195,19.5,19.5
"107277","SD6306",196,19.6,19.6
"107278","SD6307",197.5,19.75,19.75
"107279","SD6308",198,19.8,19.8
"107280","SD6309",198.5,19.85,19.85
"107281","SD6310",199,19.9,19.9
"107282","SD6311",199.5,19.95,19.95
"107283","SD6312",199.5,19.95,19.95
"107284","SD6313",200,20,20
"107285","SD6314",200,20,20
"107286","SD6315",200,20,20
"107287","SD6316",200.5,20.05,20.05
"107288","SD6317",200,20,20
"107289","SD6318",200,20,20
"107290","SD6319",200,20,20
"107291","SD6320",200,20,20
"107292","SD6321",200,20,20
"107293","SD6322",200.5,20.05,20.05
"107294","SD6323",201,20.1,20.1
"107295","SD6324",202,20.2,20.2
"107296","SD6325",203,20.3,20.3
"107297","SD6326",204,20.4,20.4
"107298","SD6327",205,20.5,20.5
"107299","SD6328",206,20.6,20.6
"107300","SD6329",207.5,20.75,20.75
"107301","SD6330",208.5,20.85,20.85
"107302","SD6331",210,21,21
"107303","SD6332",211.75,21.175,21.18
"107304","SD6333",215,21.5,21.5
"107305","SD6334",217,21.7,21.7
"107306","SD6335",218.5,21.85,21.85
"107307","SD6336",220,22,22
"107308","SD6337",222,22.2,22.2
"107309","SD6338",223,22.3,22.3
"107310","SD6339",224.5,22.45,22.45
"107311","SD6340",225.5,22.55,22.55
"107312","SD6341",226.5,22.65,22.65
"107313","SD6342",226.5,22.65,22.65
"107314","SD6343",227,22.7,22.7
"107315","SD6344",226.5,22.65,22.65
"107316","SD6345",226,22.6,22.6
"107317","SD6346",225.5,22.55,22.55
"107318","SD6347",224.5,22.45,22.45
"107319","SD6348",224.5,22.45,22.45
"107320","SD6349",225.5,22.55,22.55
"107321","SD6350",226,22.6,22.6
"107322","SD6351",227,22.7,22.7
"107323","SD6352",228.5,22.85,22.85
"107324","SD6353",229.5,22.95,22.95
"107325","SD6354",230.5,23.05,23.05
"107326","SD6355",230.5,23.05,23.05
"107327","SD6356",229.5,22.95,22.95
"107328","SD6357",228,22.8,22.8
"107329","SD6358",226.5,22.65,22.65
"107330","SD6359",226.5,22.65,22.65
"107331","SD6360",226,22.6,22.6
"107332","SD6361",226,22.6,22.6
"107333","SD6362",226.5,22.65,22.65
"107334","SD6363",227,22.7,22.7
"107335","SD6364",228,22.8,22.8
"107336","SD6365",229,22.9,22.9
"107337","SD6366",230.5,23.05,23.05
"107338","SD6367",232.4,23.24,23.24
"107339","SD6368",234,23.4,23.4
"107340","SD6369",236,23.6,23.6
"107341","SD6370",238.444444444444,23.8444444444444,23.84
"107342","SD6371",240.833333333333,24.0833333333333,24.08
"107343","SD6372",242.333333333333,24.2333333333333,24.23
"107344","SD6373",243.666666666667,24.3666666666667,24.37
"107345","SD6374",245,24.5,24.5
"107346","SD6375",246.166666666667,24.6166666666667,24.62
"107347","SD6376",247.5,24.75,24.75
"107348","SD6377",248.833333333333,24.8833333333333,24.88
"107349","SD6378",250,25,25
"107350","SD6379",250.5,25.05,25.05
"107351","SD6380",251.5,25.15,25.15
"107352","SD6381",252,25.2,25.2
"107353","SD6382",253.166666666667,25.3166666666667,25.32
"107354","SD6383",254.142857142857,25.4142857142857,25.41
"107355","SD6384",255.5,25.55,25.55
"107356","SD6385",255.4,25.54,25.54
"107357","SD6386",256.5,25.65,25.65
"107358","SD6387",257,25.7,25.7
"107359","SD6388",258,25.8,25.8
"107360","SD6389",259,25.9,25.9
"107361","SD6390",260,26,26
"107362","SD6391",261.4,26.14,26.14
"107363","SD6392",262.5,26.25,26.25
"107364","SD6393",263.6,26.36,26.36
"107365","SD6394",265,26.5,26.5
"107366","SD6395",266,26.6,26.6
"107367","SD6396",266,26.6,26.6
"107368","SD6397",266.5,26.65,26.65
"107369","SD6398",266.5,26.65,26.65
"107370","SD6399",266.5,26.65,26.65
"107371","SD6400",189.5,18.95,18.95
"107372","SD6401",191,19.1,19.1
"107373","SD6402",192,19.2,19.2
"107374","SD6403",193,19.3,19.3
"107375","SD6404",194,19.4,19.4
"107376","SD6405",195,19.5,19.5
"107377","SD6406",197,19.7,19.7
"107378","SD6407",197.5,19.75,19.75
"107379","SD6408",198.5,19.85,19.85
"107380","SD6409",198.5,19.85,19.85
"107381","SD6410",199,19.9,19.9
"107382","SD6411",199.5,19.95,19.95
"107383","SD6412",199.5,19.95,19.95
"107384","SD6413",199.5,19.95,19.95
"107385","SD6414",199.5,19.95,19.95
"107386","SD6415",199,19.9,19.9
"107387","SD6416",199,19.9,19.9
"107388","SD6417",198.5,19.85,19.85
"107389","SD6418",198,19.8,19.8
"107390","SD6419",198,19.8,19.8
"107391","SD6420",198,19.8,19.8
"107392","SD6421",199,19.9,19.9
"107393","SD6422",199,19.9,19.9
"107394","SD6423",200,20,20
"107395","SD6424",201,20.1,20.1
"107396","SD6425",202.5,20.25,20.25
"107397","SD6426",203.5,20.35,20.35
"107398","SD6427",205,20.5,20.5
"107399","SD6428",205.75,20.575,20.58
"107400","SD6429",207.5,20.75,20.75
"107401","SD6430",208.5,20.85,20.85
"107402","SD6431",209.5,20.95,20.95
"107403","SD6432",212,21.2,21.2
"107404","SD6433",214.5,21.45,21.45
"107405","SD6434",216,21.6,21.6
"107406","SD6435",218,21.8,21.8
"107407","SD6436",220,22,22
"107408","SD6437",221,22.1,22.1
"107409","SD6438",223,22.3,22.3
"107410","SD6439",224,22.4,22.4
"107411","SD6440",225,22.5,22.5
"107412","SD6441",225.5,22.55,22.55
"107413","SD6442",226.5,22.65,22.65
"107414","SD6443",227,22.7,22.7
"107415","SD6444",226.5,22.65,22.65
"107416","SD6445",226,22.6,22.6
"107417","SD6446",225.5,22.55,22.55
"107418","SD6447",225.5,22.55,22.55
"107419","SD6448",225.5,22.55,22.55
"107420","SD6449",226,22.6,22.6
"107421","SD6450",227,22.7,22.7
"107422","SD6451",228,22.8,22.8
"107423","SD6452",229,22.9,22.9
"107424","SD6453",230,23,23
"107425","SD6454",230.5,23.05,23.05
"107426","SD6455",230.5,23.05,23.05
"107427","SD6456",230,23,23
"107428","SD6457",228.6,22.86,22.86
"107429","SD6458",227.5,22.75,22.75
"107430","SD6459",226.5,22.65,22.65
"107431","SD6460",226.5,22.65,22.65
"107432","SD6461",227,22.7,22.7
"107433","SD6462",227,22.7,22.7
"107434","SD6463",228,22.8,22.8
"107435","SD6464",229.4,22.94,22.94
"107436","SD6465",230.5,23.05,23.05
"107437","SD6466",232,23.2,23.2
"107438","SD6467",234,23.4,23.4
"107439","SD6468",236,23.6,23.6
"107440","SD6469",237.6,23.76,23.76
"107441","SD6470",240.857142857143,24.0857142857143,24.09
"107442","SD6471",243.166666666667,24.3166666666667,24.32
"107443","SD6472",244.833333333333,24.4833333333333,24.48
"107444","SD6473",246.5,24.65,24.65
"107445","SD6474",248,24.8,24.8
"107446","SD6475",249.333333333333,24.9333333333333,24.93
"107447","SD6476",250.666666666667,25.0666666666667,25.07
"107448","SD6477",251.833333333333,25.1833333333333,25.18
"107449","SD6478",252.833333333333,25.2833333333333,25.28
"107450","SD6479",253.833333333333,25.3833333333333,25.38
"107451","SD6480",254.833333333333,25.4833333333333,25.48
"107452","SD6481",255.5,25.55,25.55
"107453","SD6482",256.166666666667,25.6166666666667,25.62
"107454","SD6483",256.5,25.65,25.65
"107455","SD6484",257.5,25.75,25.75
"107456","SD6485",258,25.8,25.8
"107457","SD6486",258,25.8,25.8
"107458","SD6487",259,25.9,25.9
"107459","SD6488",259.5,25.95,25.95
"107460","SD6489",260.5,26.05,26.05
"107461","SD6490",261.5,26.15,26.15
"107462","SD6491",262.6,26.26,26.26
"107463","SD6492",264,26.4,26.4
"107464","SD6493",265,26.5,26.5
"107465","SD6494",265.5,26.55,26.55
"107466","SD6495",266.5,26.65,26.65
"107467","SD6496",266.5,26.65,26.65
"107468","SD6497",266.5,26.65,26.65
"107469","SD6498",266,26.6,26.6
"107470","SD6499",265.5,26.55,26.55
"107471","SD6500",190,19,19
"107472","SD6501",191,19.1,19.1
"107473","SD6502",192.5,19.25,19.25
"107474","SD6503",193.5,19.35,19.35
"107475","SD6504",194.5,19.45,19.45
"107476","SD6505",195.5,19.55,19.55
"107477","SD6506",197,19.7,19.7
"107478","SD6507",197.5,19.75,19.75
"107479","SD6508",198.5,19.85,19.85
"107480","SD6509",199,19.9,19.9
"107481","SD6510",199,19.9,19.9
"107482","SD6511",199,19.9,19.9
"107483","SD6512",198.5,19.85,19.85
"107484","SD6513",198.5,19.85,19.85
"107485","SD6514",198,19.8,19.8
"107486","SD6515",198,19.8,19.8
"107487","SD6516",197,19.7,19.7
"107488","SD6517",197,19.7,19.7
"107489","SD6518",196,19.6,19.6
"107490","SD6519",196,19.6,19.6
"107491","SD6520",197,19.7,19.7
"107492","SD6521",197,19.7,19.7
"107493","SD6522",198,19.8,19.8
"107494","SD6523",199,19.9,19.9
"107495","SD6524",200.5,20.05,20.05
"107496","SD6525",202,20.2,20.2
"107497","SD6526",203,20.3,20.3
"107498","SD6527",204.5,20.45,20.45
"107499","SD6528",206,20.6,20.6
"107500","SD6529",207,20.7,20.7
"107501","SD6530",208,20.8,20.8
"107502","SD6531",209.5,20.95,20.95
"107503","SD6532",211.333333333333,21.1333333333333,21.13
"107504","SD6533",214,21.4,21.4
"107505","SD6534",215.5,21.55,21.55
"107506","SD6535",217.5,21.75,21.75
"107507","SD6536",219,21.9,21.9
"107508","SD6537",221,22.1,22.1
"107509","SD6538",222,22.2,22.2
"107510","SD6539",223.5,22.35,22.35
"107511","SD6540",224.5,22.45,22.45
"107512","SD6541",225.5,22.55,22.55
"107513","SD6542",226.5,22.65,22.65
"107514","SD6543",227,22.7,22.7
"107515","SD6544",227,22.7,22.7
"107516","SD6545",227,22.7,22.7
"107517","SD6546",226.5,22.65,22.65
"107518","SD6547",226,22.6,22.6
"107519","SD6548",226,22.6,22.6
"107520","SD6549",227,22.7,22.7
"107521","SD6550",228,22.8,22.8
"107522","SD6551",229,22.9,22.9
"107523","SD6552",230,23,23
"107524","SD6553",231,23.1,23.1
"107525","SD6554",231.5,23.15,23.15
"107526","SD6555",231.5,23.15,23.15
"107527","SD6556",231,23.1,23.1
"107528","SD6557",229.4,22.94,22.94
"107529","SD6558",228,22.8,22.8
"107530","SD6559",228,22.8,22.8
"107531","SD6560",228,22.8,22.8
"107532","SD6561",228.5,22.85,22.85
"107533","SD6562",229.5,22.95,22.95
"107534","SD6563",229.833333333333,22.9833333333333,22.98
"107535","SD6564",231.166666666667,23.1166666666667,23.12
"107536","SD6565",232.666666666667,23.2666666666667,23.27
"107537","SD6566",234.166666666667,23.4166666666667,23.42
"107538","SD6567",236,23.6,23.6
"107539","SD6568",237.6,23.76,23.76
"107540","SD6569",239.6,23.96,23.96
"107541","SD6570",242.625,24.2625,24.26
"107542","SD6571",245.833333333333,24.5833333333333,24.58
"107543","SD6572",247.666666666667,24.7666666666667,24.77
"107544","SD6573",249.5,24.95,24.95
"107545","SD6574",251,25.1,25.1
"107546","SD6575",252.5,25.25,25.25
"107547","SD6576",254,25.4,25.4
"107548","SD6577",255.166666666667,25.5166666666667,25.52
"107549","SD6578",256,25.6,25.6
"107550","SD6579",256.4,25.64,25.64
"107551","SD6580",257.5,25.75,25.75
"107552","SD6581",258,25.8,25.8
